## ================================================================================================================		
## Date de Création du fichier     : 2022-11-28		
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial		
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)	
## Entité                          : URGEO - GEOAZUR - INRAE		
## ================================================================================================================		
## Nom station                     : MIREBALAIS		
## ----------------------------------------------------------------------------------------------------------------		
## Longitude                       : -72.117         	 (Moron et al., 2015 [°W])	
## Latitude                        : 18.833          	 (Moron et al., 2015 [°N])	
## Données manquantes              :   2             	 [%]	
## Pluies disponibles              : 1920-01-01      	 1940-12-31	
## ================================================================================================================		
## Champs----------------------------------------------------------------------------------------------------------		
## Date                            : date [AAAA-MM-JJ]		
## P                               : Pluie [mm/j]		
## ================================================================================================================		
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of		
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y		
## ================================================================================================================		
		
Date		P
24/08/1923		3.3
25/08/1923		0
26/08/1923		5.2
27/08/1923		0
28/08/1923		5.4
29/08/1923		6.3
30/08/1923		4.3
31/08/1923		1
01/09/1923		2.8
02/09/1923		0
03/09/1923		36.7
04/09/1923		8.5
05/09/1923		2.6
06/09/1923		25.5
07/09/1923		0
08/09/1923		0
09/09/1923		19.3
10/09/1923		17.6
11/09/1923		19.7
12/09/1923		22.4
13/09/1923		26.5
14/09/1923		21.2
15/09/1923		17.3
16/09/1923		16.2
17/09/1923		28.3
18/09/1923		28.4
19/09/1923		9
20/09/1923		27.3
21/09/1923		0
22/09/1923		0
23/09/1923		0.7
24/09/1923		0
25/09/1923		0
26/09/1923		2.2
27/09/1923		0
28/09/1923		0
29/09/1923		7.8
30/09/1923		1.8
01/10/1923		37.6
02/10/1923		0
03/10/1923		0.5
04/10/1923		9.7
05/10/1923		8.8
06/10/1923		0
07/10/1923		0
08/10/1923		0
09/10/1923		37.8
10/10/1923		1.7
11/10/1923		15.4
12/10/1923		0
13/10/1923		0
14/10/1923		0
15/10/1923		3.4
16/10/1923		2.2
17/10/1923		3.5
18/10/1923		2.7
19/10/1923		11.4
20/10/1923		0
21/10/1923		1.3
22/10/1923		0
23/10/1923		2.2
24/10/1923		7.5
25/10/1923		0
26/10/1923		1.2
27/10/1923		2.3
28/10/1923		26.3
29/10/1923		1.2
30/10/1923		16.9
31/10/1923		10.4
01/11/1923		0
02/11/1923		8
03/11/1923		0
04/11/1923		0
05/11/1923		11.5
06/11/1923		10.2
07/11/1923		3.7
08/11/1923		0
09/11/1923		0
10/11/1923		2.2
11/11/1923		0
12/11/1923		0
13/11/1923		0
14/11/1923		0
15/11/1923		0
16/11/1923		0
17/11/1923		1.2
18/11/1923		0
19/11/1923		0
20/11/1923		0
21/11/1923		2.1
22/11/1923		0
23/11/1923		0
24/11/1923		0
25/11/1923		0
26/11/1923		0
27/11/1923		0
28/11/1923		2.9
29/11/1923		0
30/11/1923		0
01/12/1923		0
02/12/1923		0
03/12/1923		0
04/12/1923		0
05/12/1923		0
06/12/1923		0
07/12/1923		0
08/12/1923		0
09/12/1923		0
10/12/1923		0
11/12/1923		0
12/12/1923		0
13/12/1923		0
14/12/1923		0
15/12/1923		0
16/12/1923		0
17/12/1923		0
18/12/1923		0
19/12/1923		0
20/12/1923		0
21/12/1923		0
22/12/1923		0
23/12/1923		0
24/12/1923		0
25/12/1923		0
26/12/1923		0
27/12/1923		0
28/12/1923		0
29/12/1923		0
30/12/1923		0
31/12/1923		0
01/01/1924		0
02/01/1924		0
03/01/1924		0
04/01/1924		0
05/01/1924		2.2
06/01/1924		3.2
07/01/1924		3.5
08/01/1924		4.7
09/01/1924		0
10/01/1924		0
11/01/1924		0
12/01/1924		0
13/01/1924		0
14/01/1924		0
15/01/1924		0
16/01/1924		0
17/01/1924		0
18/01/1924		0
19/01/1924		0
20/01/1924		0
21/01/1924		0
22/01/1924		0
23/01/1924		0
24/01/1924		0
25/01/1924		0
26/01/1924		0
27/01/1924		0
28/01/1924		0
29/01/1924		0
30/01/1924		0
31/01/1924		0
01/02/1924		0
02/02/1924		3.2
03/02/1924		0
04/02/1924		0
05/02/1924		2.5
06/02/1924		0
07/02/1924		1.3
08/02/1924		0
09/02/1924		0
10/02/1924		0
11/02/1924		0
12/02/1924		0
13/02/1924		0
14/02/1924		0
15/02/1924		0
16/02/1924		0
17/02/1924		0
18/02/1924		0
19/02/1924		0
20/02/1924		0
21/02/1924		0
22/02/1924		2.2
23/02/1924		2.3
24/02/1924		0
25/02/1924		0
26/02/1924		0
27/02/1924		0
28/02/1924		0
29/02/1924		0
01/03/1924		0
02/03/1924		0
03/03/1924		0
04/03/1924		0
05/03/1924		0
06/03/1924		0
07/03/1924		0
08/03/1924		0
09/03/1924		0
10/03/1924		0
11/03/1924		2.1
12/03/1924		1.2
13/03/1924		0
14/03/1924		0
15/03/1924		0
16/03/1924		1.3
17/03/1924		1.2
18/03/1924		0
19/03/1924		0
20/03/1924		0
21/03/1924		0
22/03/1924		0
23/03/1924		0
24/03/1924		0
25/03/1924		0
26/03/1924		0
27/03/1924		0
28/03/1924		3.3
29/03/1924		0
30/03/1924		0
31/03/1924		0
01/04/1924		0
02/04/1924		0
03/04/1924		0
04/04/1924		0
05/04/1924		0
06/04/1924		0
07/04/1924		3.4
08/04/1924		8.2
09/04/1924		3.5
10/04/1924		0
11/04/1924		0
12/04/1924		0
13/04/1924		2.4
14/04/1924		5.2
15/04/1924		4.3
16/04/1924		0
17/04/1924		0
18/04/1924		0
19/04/1924		0
20/04/1924		2.2
21/04/1924		27.4
22/04/1924		29.2
23/04/1924		0
24/04/1924		45.3
25/04/1924		0
26/04/1924		0
27/04/1924		0
28/04/1924		2.2
29/04/1924		2.4
30/04/1924		24.3
01/05/1924		1.3
02/05/1924		1.2
03/05/1924		26.3
04/05/1924		0
05/05/1924		24.2
06/05/1924		12.9
07/05/1924		2.3
08/05/1924		0
09/05/1924		14.2
10/05/1924		25.3
11/05/1924		5.4
12/05/1924		2.2
13/05/1924		0
14/05/1924		0
15/05/1924		0
16/05/1924		0
17/05/1924		3.4
18/05/1924		0
19/05/1924		0
20/05/1924		2.2
21/05/1924		0
22/05/1924		56.3
23/05/1924		23.4
24/05/1924		5.2
25/05/1924		0
26/05/1924		3.2
27/05/1924		57.5
28/05/1924		31.3
29/05/1924		2.9
30/05/1924		53.2
31/05/1924		27.3
01/06/1924		0
02/06/1924		12.7
03/06/1924		5.3
04/06/1924		12.2
05/06/1924		7.3
06/06/1924		4.3
07/06/1924		8.2
08/06/1924		2.3
09/06/1924		0
10/06/1924		0
11/06/1924		10.4
12/06/1924		15.2
13/06/1924		0
14/06/1924		35.5
15/06/1924		43.2
16/06/1924		0
17/06/1924		0
18/06/1924		0
19/06/1924		0
20/06/1924		7.2
21/06/1924		54.5
22/06/1924		19.3
23/06/1924		0
24/06/1924		26.2
25/06/1924		18.3
26/06/1924		35.4
27/06/1924		43.2
28/06/1924		11.3
29/06/1924		7.5
30/06/1924		8.3
01/07/1924		0
02/07/1924		0
03/07/1924		0
04/07/1924		42.3
05/07/1924		37.4
06/07/1924		5.3
07/07/1924		0
08/07/1924		0
09/07/1924		15.4
10/07/1924		0
11/07/1924		0
12/07/1924		9.5
13/07/1924		0
14/07/1924		0
15/07/1924		0
16/07/1924		5.3
17/07/1924		0
18/07/1924		0
19/07/1924		26.2
20/07/1924		0
21/07/1924		0
22/07/1924		11
23/07/1924		0
24/07/1924		0
25/07/1924		0
26/07/1924		0
27/07/1924		0
28/07/1924		25.3
29/07/1924		32.4
30/07/1924		0
31/07/1924		19.2
01/08/1924		8.3
02/08/1924		5.2
03/08/1924		14.4
04/08/1924		0
05/08/1924		0
06/08/1924		5.2
07/08/1924		19.4
08/08/1924		7.3
09/08/1924		34.5
10/08/1924		35.2
11/08/1924		4.2
12/08/1924		18.3
13/08/1924		9.4
14/08/1924		25.2
15/08/1924		0
16/08/1924		31.3
17/08/1924		42.4
18/08/1924		0
19/08/1924		14.2
20/08/1924		11.3
21/08/1924		0
22/08/1924		25.4
23/08/1924		7.2
24/08/1924		0
25/08/1924		0
26/08/1924		0
27/08/1924		0
28/08/1924		42.5
29/08/1924		32.3
30/08/1924		9.2
31/08/1924		16.4
01/09/1924		0
02/09/1924		0
03/09/1924		0
04/09/1924		0
05/09/1924		0
06/09/1924		8.3
07/09/1924		11.2
08/09/1924		0
09/09/1924		0
10/09/1924		14.3
11/09/1924		5.2
12/09/1924		15.3
13/09/1924		27.2
14/09/1924		0
15/09/1924		0
16/09/1924		0
17/09/1924		0
18/09/1924		0
19/09/1924		0
20/09/1924		0
21/09/1924		10.2
22/09/1924		9.3
23/09/1924		7.4
24/09/1924		26.8
25/09/1924		15.2
26/09/1924		7.3
27/09/1924		11.2
28/09/1924		14
29/09/1924		6.3
30/09/1924		8.5
01/10/1924		11.3
02/10/1924		57.4
03/10/1924		15.2
04/10/1924		12.3
05/10/1924		0
06/10/1924		0
07/10/1924		8.2
08/10/1924		15.4
09/10/1924		27.3
10/10/1924		0
11/10/1924		0
12/10/1924		0
13/10/1924		15.3
14/10/1924		12.2
15/10/1924		19.4
16/10/1924		0
17/10/1924		0
18/10/1924		0
19/10/1924		0
20/10/1924		0
21/10/1924		0
22/10/1924		15.2
23/10/1924		17.4
24/10/1924		0
25/10/1924		0
26/10/1924		8.6
27/10/1924		0
28/10/1924		0
29/10/1924		0
30/10/1924		27.4
31/10/1924		0
01/11/1924		0
02/11/1924		0
03/11/1924		0
04/11/1924		0
05/11/1924		15.2
06/11/1924		7.3
07/11/1924		28.5
08/11/1924		28.5
09/11/1924		28.5
10/11/1924		0
11/11/1924		0
12/11/1924		0
13/11/1924		0
14/11/1924		0
15/11/1924		0
16/11/1924		17.4
17/11/1924		0
18/11/1924		25.2
19/11/1924		23.3
20/11/1924		0
21/11/1924		0
22/11/1924		0
23/11/1924		11.4
24/11/1924		0
25/11/1924		0
26/11/1924		0
27/11/1924		0
28/11/1924		0
29/11/1924		16.2
30/11/1924		23.4
01/12/1924		0
02/12/1924		0
03/12/1924		0
04/12/1924		0
05/12/1924		0
06/12/1924		0
07/12/1924		10.4
08/12/1924		0
09/12/1924		0
10/12/1924		0
11/12/1924		0
12/12/1924		0
13/12/1924		15.2
14/12/1924		12.4
15/12/1924		0
16/12/1924		0
17/12/1924		0
18/12/1924		0
19/12/1924		0
20/12/1924		0
21/12/1924		0
22/12/1924		14.5
23/12/1924		0
24/12/1924		7.2
25/12/1924		18.4
26/12/1924		0
27/12/1924		0
28/12/1924		9.2
29/12/1924		0
30/12/1924		0
31/12/1924		7.8
01/01/1925		11.4
02/01/1925		4.3
03/01/1925		0
04/01/1925		7.2
05/01/1925		0
06/01/1925		0
07/01/1925		0
08/01/1925		0
09/01/1925		0
10/01/1925		0
11/01/1925		0
12/01/1925		0
13/01/1925		0
14/01/1925		0
15/01/1925		0
16/01/1925		0
17/01/1925		0
18/01/1925		0
19/01/1925		0
20/01/1925		0
21/01/1925		0
22/01/1925		0
23/01/1925		0
24/01/1925		0
25/01/1925		0
26/01/1925		10.3
27/01/1925		0
28/01/1925		0
29/01/1925		0
30/01/1925		0
31/01/1925		0
01/02/1925		16.3
02/02/1925		0
03/02/1925		0
04/02/1925		0
05/02/1925		0
06/02/1925		9.2
07/02/1925		23.4
08/02/1925		17.3
09/02/1925		0
10/02/1925		0
11/02/1925		0
12/02/1925		11.2
13/02/1925		24.3
14/02/1925		43.4
15/02/1925		12.3
16/02/1925		0
17/02/1925		5.4
18/02/1925		0
19/02/1925		21.2
20/02/1925		35.3
21/02/1925		0
22/02/1925		0
23/02/1925		0
24/02/1925		0
25/02/1925		0
26/02/1925		0
27/02/1925		0
28/02/1925		0
01/03/1925		0
02/03/1925		15.5
03/03/1925		7.3
04/03/1925		NA
05/03/1925		0
06/03/1925		0
07/03/1925		0
08/03/1925		0
09/03/1925		0
10/03/1925		0
11/03/1925		0
12/03/1925		0
13/03/1925		0
14/03/1925		0
15/03/1925		0
16/03/1925		0
17/03/1925		0
18/03/1925		0
19/03/1925		0
20/03/1925		0
21/03/1925		0
22/03/1925		0
23/03/1925		0
24/03/1925		0
25/03/1925		0
26/03/1925		0
27/03/1925		0.3
28/03/1925		0.5
29/03/1925		17.3
30/03/1925		0
31/03/1925		24.3
01/04/1925		0
02/04/1925		0
03/04/1925		5.2
04/04/1925		26.3
05/04/1925		11.4
06/04/1925		0
07/04/1925		0
08/04/1925		0
09/04/1925		0
10/04/1925		0
11/04/1925		0
12/04/1925		7.2
13/04/1925		25.3
14/04/1925		27.3
15/04/1925		0
16/04/1925		0
17/04/1925		0
18/04/1925		4
19/04/1925		0
20/04/1925		34.2
21/04/1925		27.4
22/04/1925		29.3
23/04/1925		26.4
24/04/1925		28.5
25/04/1925		47.3
26/04/1925		49.2
27/04/1925		23.4
28/04/1925		36.2
29/04/1925		0
30/04/1925		44.3
01/05/1925		0
02/05/1925		28.3
03/05/1925		0
04/05/1925		0
05/05/1925		17.4
06/05/1925		0
07/05/1925		28.3
08/05/1925		42.5
09/05/1925		35.3
10/05/1925		23.4
11/05/1925		0
12/05/1925		0
13/05/1925		14.5
14/05/1925		0
15/05/1925		0
16/05/1925		0
17/05/1925		19.2
18/05/1925		0
19/05/1925		0
20/05/1925		0
21/05/1925		0
22/05/1925		16.4
23/05/1925		25.2
24/05/1925		0
25/05/1925		0
26/05/1925		11.3
27/05/1925		8.4
28/05/1925		9.3
29/05/1925		36.2
30/05/1925		48.2
31/05/1925		23.3
01/06/1925		0
02/06/1925		0
03/06/1925		0
04/06/1925		0
05/06/1925		19.2
06/06/1925		17.4
07/06/1925		22.3
08/06/1925		63.2
09/06/1925		15.4
10/06/1925		22.3
11/06/1925		9.2
12/06/1925		16.2
13/06/1925		0
14/06/1925		34.4
15/06/1925		32.3
16/06/1925		0
17/06/1925		21.4
18/06/1925		27.3
19/06/1925		0
20/06/1925		11.4
21/06/1925		0
22/06/1925		33.2
23/06/1925		0
24/06/1925		27.3
25/06/1925		24.4
26/06/1925		23.1
27/06/1925		0
28/06/1925		15.4
29/06/1925		28.2
30/06/1925		7.2
01/07/1925		25.3
02/07/1925		29.4
03/07/1925		26.2
04/07/1925		23.3
05/07/1925		34.2
06/07/1925		0
07/07/1925		0
08/07/1925		10.3
09/07/1925		7.4
10/07/1925		0
11/07/1925		20.3
12/07/1925		14.2
13/07/1925		0
14/07/1925		0
15/07/1925		0
16/07/1925		21.2
17/07/1925		11.4
18/07/1925		8.3
19/07/1925		24.3
20/07/1925		35.3
21/07/1925		30.4
22/07/1925		24.3
23/07/1925		7.4
24/07/1925		0
25/07/1925		0
26/07/1925		32.3
27/07/1925		18.4
28/07/1925		32.2
29/07/1925		0
30/07/1925		0
31/07/1925		37.3
01/08/1925		38.2
02/08/1925		0
03/08/1925		15.4
04/08/1925		12.3
05/08/1925		0
06/08/1925		17.2
07/08/1925		0
08/08/1925		22.3
09/08/1925		0
10/08/1925		0
11/08/1925		7
12/08/1925		0
13/08/1925		0
14/08/1925		21.4
15/08/1925		17.3
16/08/1925		25.2
17/08/1925		11.3
18/08/1925		27.4
19/08/1925		0
20/08/1925		24.2
21/08/1925		0
22/08/1925		15.3
23/08/1925		0
24/08/1925		16.2
25/08/1925		0
26/08/1925		0
27/08/1925		0
28/08/1925		34.3
29/08/1925		0
30/08/1925		42.2
31/08/1925		0
01/09/1925		27.2
02/09/1925		23.4
03/09/1925		9.3
04/09/1925		0
05/09/1925		39.2
06/09/1925		22.3
07/09/1925		5.4
08/09/1925		0
09/09/1925		0
10/09/1925		0
11/09/1925		0
12/09/1925		14.2
13/09/1925		0
14/09/1925		0
15/09/1925		37.3
16/09/1925		24.5
17/09/1925		4.2
18/09/1925		0
19/09/1925		39.4
20/09/1925		34.2
21/09/1925		32.3
22/09/1925		37.5
23/09/1925		43.2
24/09/1925		32.3
25/09/1925		44.2
26/09/1925		0
27/09/1925		23.5
28/09/1925		0
29/09/1925		7.3
30/09/1925		0
01/10/1925		11.4
02/10/1925		0
03/10/1925		0
04/10/1925		42.5
05/10/1925		21.3
06/10/1925		0
07/10/1925		0
08/10/1925		24.2
09/10/1925		12.4
10/10/1925		5.2
11/10/1925		27.4
12/10/1925		0
13/10/1925		0
14/10/1925		0
15/10/1925		0
16/10/1925		0
17/10/1925		0
18/10/1925		0
19/10/1925		0
20/10/1925		0
21/10/1925		0
22/10/1925		0
23/10/1925		10.3
24/10/1925		0
25/10/1925		0
26/10/1925		0
27/10/1925		24.5
28/10/1925		32.3
29/10/1925		43.2
30/10/1925		33.4
31/10/1925		0
01/11/1925		23.4
02/11/1925		0
03/11/1925		15.3
04/11/1925		0
05/11/1925		0
06/11/1925		0
07/11/1925		0
08/11/1925		0
09/11/1925		0
10/11/1925		0
11/11/1925		0
12/11/1925		0
13/11/1925		0
14/11/1925		0
15/11/1925		0
16/11/1925		0
17/11/1925		0
18/11/1925		0
19/11/1925		NA
20/11/1925		0
21/11/1925		0
22/11/1925		0
23/11/1925		15.2
24/11/1925		17.3
25/11/1925		0
26/11/1925		0
27/11/1925		19.4
28/11/1925		0
29/11/1925		0
30/11/1925		0
01/12/1925		0
02/12/1925		0
03/12/1925		0
04/12/1925		0
05/12/1925		0
06/12/1925		0
07/12/1925		0
08/12/1925		0
09/12/1925		0
10/12/1925		0
11/12/1925		0
12/12/1925		0
13/12/1925		0
14/12/1925		0
15/12/1925		0
16/12/1925		0
17/12/1925		0
18/12/1925		0
19/12/1925		0
20/12/1925		0
21/12/1925		0
22/12/1925		0
23/12/1925		11.3
24/12/1925		0
25/12/1925		0
26/12/1925		0
27/12/1925		0
28/12/1925		0
29/12/1925		0
30/12/1925		0
31/12/1925		0
01/01/1926		5
02/01/1926		0
03/01/1926		0
04/01/1926		0
05/01/1926		0
06/01/1926		0
07/01/1926		0
08/01/1926		0
09/01/1926		0
10/01/1926		0
11/01/1926		9.2
12/01/1926		25.3
13/01/1926		0
14/01/1926		0
15/01/1926		0
16/01/1926		0
17/01/1926		0
18/01/1926		0
19/01/1926		0
20/01/1926		0
21/01/1926		0
22/01/1926		0
23/01/1926		0
24/01/1926		0
25/01/1926		0
26/01/1926		0
27/01/1926		0
28/01/1926		11.4
29/01/1926		0
30/01/1926		0
31/01/1926		0
01/02/1926		0
02/02/1926		0
03/02/1926		0
04/02/1926		0
05/02/1926		0
06/02/1926		0
07/02/1926		0
08/02/1926		0
09/02/1926		0
10/02/1926		0
11/02/1926		0
12/02/1926		0
13/02/1926		0
14/02/1926		0
15/02/1926		0
16/02/1926		0
17/02/1926		0
18/02/1926		0
19/02/1926		0
20/02/1926		0
21/02/1926		0
22/02/1926		0
23/02/1926		0
24/02/1926		0
25/02/1926		0
26/02/1926		0
27/02/1926		0
28/02/1926		0
01/03/1926		0
02/03/1926		0
03/03/1926		0
04/03/1926		7.3
05/03/1926		4.2
06/03/1926		5.3
07/03/1926		0
08/03/1926		0
09/03/1926		0
10/03/1926		0
11/03/1926		0
12/03/1926		0
13/03/1926		0
14/03/1926		7.2
15/03/1926		0
16/03/1926		0
17/03/1926		0
18/03/1926		11.3
19/03/1926		12.4
20/03/1926		16.3
21/03/1926		0
22/03/1926		4.3
23/03/1926		10.3
24/03/1926		0
25/03/1926		0
26/03/1926		0
27/03/1926		0
28/03/1926		6.4
29/03/1926		0
30/03/1926		0
31/03/1926		0
01/04/1926		0
02/04/1926		0
03/04/1926		0
04/04/1926		0
05/04/1926		24.3
06/04/1926		0
07/04/1926		11.4
08/04/1926		6.2
09/04/1926		0
10/04/1926		0
11/04/1926		7.3
12/04/1926		32.4
13/04/1926		59.3
14/04/1926		19.4
15/04/1926		0
16/04/1926		0
17/04/1926		42.7
18/04/1926		34.7
19/04/1926		0
20/04/1926		0
21/04/1926		0
22/04/1926		0
23/04/1926		11.4
24/04/1926		0
25/04/1926		0
26/04/1926		0
27/04/1926		14.2
28/04/1926		37.3
29/04/1926		43.4
30/04/1926		27.3
01/05/1926		23.2
02/05/1926		0
03/05/1926		0
04/05/1926		25.3
05/05/1926		0
06/05/1926		0
07/05/1926		0
08/05/1926		0
09/05/1926		0
10/05/1926		37.2
11/05/1926		42.4
12/05/1926		9.3
13/05/1926		NA
14/05/1926		0
15/05/1926		0
16/05/1926		4.1
17/05/1926		0
18/05/1926		38.4
19/05/1926		17.2
20/05/1926		0
21/05/1926		0
22/05/1926		0
23/05/1926		0
24/05/1926		27.3
25/05/1926		34.5
26/05/1926		0
27/05/1926		0
28/05/1926		45.3
29/05/1926		36.2
30/05/1926		38.4
31/05/1926		0
01/06/1926		26.4
02/06/1926		33.5
03/06/1926		42.3
04/06/1926		37.4
05/06/1926		28.3
06/06/1926		0
07/06/1926		0
08/06/1926		29.4
09/06/1926		0
10/06/1926		34.3
11/06/1926		29.5
12/06/1926		44.3
13/06/1926		31.2
14/06/1926		0
15/06/1926		18.4
16/06/1926		55.3
17/06/1926		21.5
18/06/1926		0
19/06/1926		43.4
20/06/1926		14.5
21/06/1926		36.2
22/06/1926		0
23/06/1926		39.5
24/06/1926		35.4
25/06/1926		0
26/06/1926		0
27/06/1926		0
28/06/1926		0
29/06/1926		27.3
30/06/1926		16.4
01/07/1926		0
02/07/1926		19.3
03/07/1926		55.4
04/07/1926		53.5
05/07/1926		36.4
06/07/1926		29.3
07/07/1926		20.5
08/07/1926		0
09/07/1926		10.4
10/07/1926		0
11/07/1926		22.3
12/07/1926		0
13/07/1926		0
14/07/1926		12.3
15/07/1926		39.5
16/07/1926		47.2
17/07/1926		0
18/07/1926		0
19/07/1926		0
20/07/1926		23.4
21/07/1926		18.3
22/07/1926		0
23/07/1926		0
24/07/1926		0
25/07/1926		0
26/07/1926		0
27/07/1926		11.5
28/07/1926		23.4
29/07/1926		0
30/07/1926		0
31/07/1926		0
01/08/1926		54.3
02/08/1926		0
03/08/1926		36.4
04/08/1926		27.5
05/08/1926		0
06/08/1926		23.2
07/08/1926		48.3
08/08/1926		35.4
09/08/1926		37.5
10/08/1926		14.3
11/08/1926		26.5
12/08/1926		22.3
13/08/1926		53.4
14/08/1926		0
15/08/1926		19.4
16/08/1926		8.3
17/08/1926		0
18/08/1926		0
19/08/1926		38.4
20/08/1926		0
21/08/1926		0
22/08/1926		0
23/08/1926		0
24/08/1926		15.5
25/08/1926		0
26/08/1926		0
27/08/1926		0
28/08/1926		17.2
29/08/1926		16.5
30/08/1926		0
31/08/1926		0
01/09/1926		21.4
02/09/1926		28.3
03/09/1926		29.5
04/09/1926		0
05/09/1926		34.3
06/09/1926		84.2
07/09/1926		42.5
08/09/1926		27.4
09/09/1926		0
10/09/1926		0
11/09/1926		0
12/09/1926		15.3
13/09/1926		36.4
14/09/1926		0
15/09/1926		32.3
16/09/1926		0
17/09/1926		0
18/09/1926		0
19/09/1926		0
20/09/1926		37.5
21/09/1926		29.4
22/09/1926		0
23/09/1926		0
24/09/1926		0
25/09/1926		0
26/09/1926		35.3
27/09/1926		39.5
28/09/1926		28.4
29/09/1926		42.5
30/09/1926		27.3
01/10/1926		0
02/10/1926		26.4
03/10/1926		34.5
04/10/1926		23.4
05/10/1926		28.2
06/10/1926		23.5
07/10/1926		15.3
08/10/1926		36.4
09/10/1926		48.5
10/10/1926		0
11/10/1926		39.2
12/10/1926		34.3
13/10/1926		25.4
14/10/1926		0
15/10/1926		0
16/10/1926		0
17/10/1926		28.2
18/10/1926		14.5
19/10/1926		0
20/10/1926		0
21/10/1926		0
22/10/1926		0
23/10/1926		37.2
24/10/1926		19.3
25/10/1926		0
26/10/1926		24.3
27/10/1926		35.2
28/10/1926		0
29/10/1926		0
30/10/1926		14.5
31/10/1926		0
01/11/1926		0
02/11/1926		0
03/11/1926		0
04/11/1926		0
05/11/1926		0
06/11/1926		0
07/11/1926		15.2
08/11/1926		0
09/11/1926		27.4
10/11/1926		12.3
11/11/1926		21.5
12/11/1926		16.3
13/11/1926		0
14/11/1926		11.4
15/11/1926		0
16/11/1926		0
17/11/1926		0
18/11/1926		0
19/11/1926		0
20/11/1926		0
21/11/1926		NA
22/11/1926		NA
23/11/1926		0
24/11/1926		0
25/11/1926		0
26/11/1926		0
27/11/1926		0
28/11/1926		0
29/11/1926		11.2
30/11/1926		0
01/12/1926		0
02/12/1926		0
03/12/1926		0
04/12/1926		0
05/12/1926		0
06/12/1926		0
07/12/1926		0
08/12/1926		0
09/12/1926		0
10/12/1926		0
11/12/1926		0
12/12/1926		0
13/12/1926		0
14/12/1926		0
15/12/1926		0
16/12/1926		0
17/12/1926		0
18/12/1926		0
19/12/1926		0
20/12/1926		0
21/12/1926		0
22/12/1926		0
23/12/1926		0
24/12/1926		0
25/12/1926		0
26/12/1926		14.5
27/12/1926		0
28/12/1926		0
29/12/1926		0
30/12/1926		0
31/12/1926		0
01/01/1927		0
02/01/1927		0
03/01/1927		0
04/01/1927		0
05/01/1927		0
06/01/1927		0
07/01/1927		0
08/01/1927		0
09/01/1927		0
10/01/1927		0
11/01/1927		5.3
12/01/1927		10.4
13/01/1927		8.2
14/01/1927		0
15/01/1927		0
16/01/1927		0
17/01/1927		0
18/01/1927		0
19/01/1927		0
20/01/1927		0
21/01/1927		0
22/01/1927		0
23/01/1927		0
24/01/1927		0
25/01/1927		0
26/01/1927		0
27/01/1927		0
28/01/1927		0
29/01/1927		0
30/01/1927		0
31/01/1927		0
01/02/1927		0
02/02/1927		0
03/02/1927		0
04/02/1927		0
05/02/1927		0
06/02/1927		0
07/02/1927		17.3
08/02/1927		0
09/02/1927		0
10/02/1927		0
11/02/1927		0
12/02/1927		0
13/02/1927		0
14/02/1927		0
15/02/1927		0
16/02/1927		0
17/02/1927		0
18/02/1927		0
19/02/1927		0
20/02/1927		0
21/02/1927		0
22/02/1927		0
23/02/1927		0
24/02/1927		0
25/02/1927		0
26/02/1927		0
27/02/1927		0
28/02/1927		0
01/03/1927		0
02/03/1927		0
03/03/1927		0
04/03/1927		17.5
05/03/1927		0
06/03/1927		0
07/03/1927		0
08/03/1927		0
09/03/1927		0
10/03/1927		0
11/03/1927		0
12/03/1927		0
13/03/1927		0
14/03/1927		0
15/03/1927		14.3
16/03/1927		21.4
17/03/1927		0
18/03/1927		11.3
19/03/1927		44.5
20/03/1927		12.2
21/03/1927		10.3
22/03/1927		17.2
23/03/1927		11.4
24/03/1927		48.3
25/03/1927		9.4
26/03/1927		0
27/03/1927		0
28/03/1927		0
29/03/1927		23.5
30/03/1927		0
31/03/1927		0
01/04/1927		0
02/04/1927		0
03/04/1927		0
04/04/1927		0
05/04/1927		0
06/04/1927		0
07/04/1927		0
08/04/1927		0
09/04/1927		0
10/04/1927		0
11/04/1927		0
12/04/1927		8.3
13/04/1927		25.2
14/04/1927		27.5
15/04/1927		62.3
16/04/1927		41.4
17/04/1927		45.2
18/04/1927		0
19/04/1927		0
20/04/1927		0
21/04/1927		11.2
22/04/1927		0
23/04/1927		0
24/04/1927		0
25/04/1927		0
26/04/1927		0
27/04/1927		15.3
28/04/1927		0
29/04/1927		42.5
30/04/1927		0
01/05/1927		0
02/05/1927		12.3
03/05/1927		35.4
04/05/1927		0
05/05/1927		14.2
06/05/1927		19.3
07/05/1927		28.5
08/05/1927		14.3
09/05/1927		32.5
10/05/1927		16.2
11/05/1927		0
12/05/1927		0
13/05/1927		0
14/05/1927		0
15/05/1927		34.3
16/05/1927		43.2
17/05/1927		24.5
18/05/1927		0
19/05/1927		42.3
20/05/1927		0
21/05/1927		33.4
22/05/1927		0
23/05/1927		0
24/05/1927		0
25/05/1927		15.2
26/05/1927		0
27/05/1927		12.4
28/05/1927		11.3
29/05/1927		48.5
30/05/1927		23.3
31/05/1927		22.4
01/06/1927		17.3
02/06/1927		24.3
03/06/1927		16.4
